No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi
90.0, 0312,KABUPATEN MAGELANG,3,585,85.07,83.58,83.2,87.19,"84,76",2015,3,JAWA TENGAH
91.0, 0313,KABUPATEN PURWOREJO,7,1711,82.23,61.97,67.04,88.19,"74,86",2015,3,JAWA TENGAH
92.0, 0313,KABUPATEN PURWOREJO,7,1711,84.07,79.89,82.01,83.71,"82,42",2015,3,JAWA TENGAH
93.0, 0314,KABUPATEN TEMANGGUNG,6,1412,82.36,64.14,73.18,83.62,"75,83",2015,3,JAWA TENGAH
94.0, 0314,KABUPATEN TEMANGGUNG,6,1412,83.07,80.5,81.06,82.73,"81,84",2015,3,JAWA TENGAH
95.0, 0315,KABUPATEN WONOSOBO,7,1573,78.25,58.73,56.68,85.4,"69,77",2015,3,JAWA TENGAH
96.0, 0315,KABUPATEN WONOSOBO,7,1573,82.24,81.39,81.0,83.84,"82,12",2015,3,JAWA TENGAH
97.0, 0316,KABUPATEN BOYOLALI,9,2391,75.33,58.54,57.85,88.74,"70,12",2015,3,JAWA TENGAH
98.0, 0316,KABUPATEN BOYOLALI,9,2391,84.52,82.59,82.59,84.18,"83,47",2015,3,JAWA TENGAH
99.0, 0317,KABUPATEN KARANGANYAR,5,1418,76.04,55.71,58.35,80.28,"67,60",2015,3,JAWA TENGAH
100.0, 0317,KABUPATEN KARANGANYAR,5,1418,82.98,79.96,81.85,83.7,"82,12",2015,3,JAWA TENGAH
101.0, 0318,KABUPATEN KLATEN,11,3204,78.25,59.05,61.59,85.9,"71,20",2015,3,JAWA TENGAH
102.0, 0318,KABUPATEN KLATEN,11,3204,83.47,81.96,83.05,85.7,"83,55",2015,3,JAWA TENGAH
103.0, 0319,KABUPATEN SRAGEN,11,3069,74.6,54.08,57.92,82.5,"67,28",2015,3,JAWA TENGAH
104.0, 0319,KABUPATEN SRAGEN,11,3069,83.32,81.37,82.39,82.64,"82,43",2015,3,JAWA TENGAH
105.0, 0320,KABUPATEN SUKOHARJO,6,1294,79.41,61.6,59.65,89.22,"72,47",2015,3,JAWA TENGAH
106.0, 0320,KABUPATEN SUKOHARJO,6,1294,83.21,82.48,81.51,85.87,"83,27",2015,3,JAWA TENGAH
107.0, 0321,KABUPATEN WONOGIRI,7,1443,79.63,62.57,62.89,87.95,"73,26",2015,3,JAWA TENGAH
108.0, 0321,KABUPATEN WONOGIRI,7,1443,82.26,81.09,81.95,85.65,"82,74",2015,3,JAWA TENGAH
109.0, 0322,KABUPATEN BLORA,3,1147,76.8,61.76,62.64,88.85,"72,51",2015,3,JAWA TENGAH
110.0, 0322,KABUPATEN BLORA,3,1147,83.74,84.34,81.9,85.81,"83,95",2015,3,JAWA TENGAH
111.0, 0323,KABUPATEN JEPARA,9,1950,78.11,60.4,64.46,89.42,"73,10",2015,3,JAWA TENGAH
112.0, 0323,KABUPATEN JEPARA,9,1950,81.32,79.94,78.61,83.73,"80,90",2015,3,JAWA TENGAH
113.0, 0324,KABUPATEN KUDUS,3,1104,80.29,66.72,72.54,89.99,"77,39",2015,3,JAWA TENGAH
114.0, 0324,KABUPATEN KUDUS,3,1104,83.72,81.78,84.35,87.16,"84,25",2015,3,JAWA TENGAH
115.0, 0325,KABUPATEN PATI,5,1376,74.75,62.57,62.35,84.61,"71,07",2015,3,JAWA TENGAH
116.0, 0325,KABUPATEN PATI,5,1376,82.81,82.78,83.18,84.95,"83,43",2015,3,JAWA TENGAH
117.0, 0326,KABUPATEN REMBANG,6,1033,71.3,56.04,55.33,80.78,"65,86",2015,3,JAWA TENGAH
118.0, 0326,KABUPATEN REMBANG,6,1033,79.17,77.43,77.19,82.45,"79,06",2015,3,JAWA TENGAH
119.0, 0327,KABUPATEN DEMAK,4,793,68.37,68.08,64.07,88.32,"72,21",2015,3,JAWA TENGAH
120.0, 0327,KABUPATEN DEMAK,4,793,83.31,83.06,81.28,85.59,"83,31",2015,3,JAWA TENGAH
121.0, 0328,KABUPATEN GROBOGAN,3,972,72.88,52.31,53.46,79.23,"64,47",2015,3,JAWA TENGAH
122.0, 0328,KABUPATEN GROBOGAN,3,972,82.7,80.51,82.19,85.74,"82,79",2015,3,JAWA TENGAH
123.0, 0329,KABUPATEN KENDAL,6,1809,76.93,61.53,60.94,84.66,"71,02",2015,3,JAWA TENGAH
124.0, 0329,KABUPATEN KENDAL,6,1809,84.13,82.45,81.16,84.04,"82,95",2015,3,JAWA TENGAH
125.0, 0330,KABUPATEN SEMARANG,8,2219,75.03,53.89,58.88,84.47,"68,07",2015,3,JAWA TENGAH
126.0, 0330,KABUPATEN SEMARANG,8,2219,80.71,79.2,78.61,82.6,"80,28",2015,3,JAWA TENGAH
127.0, 0331,KABUPATEN BATANG,4,935,76.63,62.49,69.9,87.82,"74,21",2015,3,JAWA TENGAH
128.0, 0331,KABUPATEN BATANG,4,935,82.79,80.75,81.25,84.81,"82,40",2015,3,JAWA TENGAH
129.0, 0332,KABUPATEN BREBES,4,1388,74.62,62.08,59.87,86.88,"70,86",2015,3,JAWA TENGAH
130.0, 0332,KABUPATEN BREBES,4,1388,82.56,81.64,79.82,81.46,"81,37",2015,3,JAWA TENGAH
131.0, 0333,KABUPATEN PEKALONGAN,4,1173,78.28,58.24,68.57,80.97,"71,52",2015,3,JAWA TENGAH
132.0, 0333,KABUPATEN PEKALONGAN,4,1173,83.18,81.75,81.6,84.49,"82,76",2015,3,JAWA TENGAH
133.0, 0334,KABUPATEN PEMALANG,4,1668,76.88,61.61,58.78,89.63,"71,73",2015,3,JAWA TENGAH
134.0, 0334,KABUPATEN PEMALANG,4,1668,84.61,83.1,84.36,85.21,"84,32",2015,3,JAWA TENGAH
135.0, 0335,KABUPATEN TEGAL,7,2652,80.42,65.32,72.61,86.11,"76,12",2015,3,JAWA TENGAH
136.0, 0335,KABUPATEN TEGAL,7,2652,80.99,80.67,80.05,82.12,"80,96",2015,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,12,5392,76.34,68.68,56.23,78.37,"69,91",2016,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,9,3485,74.97,61.77,51.46,78.6,"66,70",2016,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,4,1166,71.81,55.84,42.95,76.54,"61,79",2016,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,4,982,74.84,57.49,53.59,80.16,"66,52",2016,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,3,1316,76.35,62.81,55.05,78.27,"68,12",2016,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,3,1229,79.68,70.09,73.71,82.06,"76,39",2016,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,9,2587,75.94,58.55,51.52,80.08,"66,52",2016,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,6,1534,76.25,57.0,55.74,77.94,"66,73",2016,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,7,2706,76.74,58.99,56.35,78.74,"67,71",2016,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,12,2549,75.16,57.59,56.48,77.33,"66,64",2016,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,7,2549,79.94,63.19,69.2,80.03,"73,09",2016,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,3,607,75.15,52.85,52.68,77.51,"64,55",2016,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,7,1674,79.28,59.28,61.32,79.2,"69,77",2016,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,7,1954,80.4,65.22,68.1,80.41,"73,53",2016,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,7,1655,75.54,55.14,47.71,74.39,"63,20",2016,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,9,2387,73.47,56.79,51.66,78.3,"65,06",2016,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,5,1449,73.41,56.19,48.43,77.05,"63,77",2016,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,12,3692,76.25,59.59,53.25,79.6,"67,17",2016,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,11,3476,73.39,53.09,47.82,75.01,"62,33",2016,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,6,1721,76.72,60.84,53.35,78.48,"67,35",2016,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,7,1631,78.53,61.36,56.24,78.13,"68,57",2016,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,4,1253,78.34,57.64,52.04,79.64,"66,92",2016,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,9,2013,73.74,56.18,46.23,80.02,"64,04",2016,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,3,1174,74.56,58.1,51.91,80.05,"66,16",2016,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,5,1411,73.82,60.28,52.19,78.79,"66,27",2016,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,6,878,72.46,53.4,46.59,73.28,"61,43",2016,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,4,853,68.03,56.29,43.07,75.81,"60,80",2016,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,3,969,73.58,55.58,45.93,79.23,"63,58",2016,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,7,1868,73.9,58.26,47.46,78.36,"64,50",2016,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,8,2433,73.06,54.47,45.9,75.33,"62,19",2016,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,4,1022,74.63,60.46,48.37,77.75,"65,30",2016,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,4,1423,73.04,52.51,40.79,76.31,"60,66",2016,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,4,1224,74.67,56.8,54.19,76.55,"65,55",2016,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,4,1851,76.02,55.44,52.26,78.84,"65,64",2016,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,7,3020,74.29,59.82,52.09,76.5,"65,68",2016,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,12,4929,74.39,53.02,49.83,78.15,"63,85",2017,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,9,3585,74.54,52.01,48.37,76.3,"62,81",2017,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,4,1220,70.91,43.52,43.36,78.56,"59,09",2017,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,4,1028,75.53,48.33,51.46,80.99,"64,08",2017,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,3,1408,76.42,53.58,54.83,71.92,"64,19",2017,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,3,1309,80.65,62.34,67.44,76.69,"71,78",2017,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,9,3136,75.75,51.66,52.83,70.22,"62,62",2017,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,6,1839,74.37,48.7,50.73,77.71,"62,88",2017,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,7,2774,77.4,52.55,60.68,79.71,"67,59",2017,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,12,2968,74.73,47.43,54.05,75.78,"63,00",2017,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,7,2669,79.56,56.5,70.89,80.82,"71,94",2017,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,3,685,73.46,43.21,45.8,81.76,"61,06",2017,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,7,1681,77.96,53.63,62.53,79.9,"68,51",2017,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,6,1675,77.69,55.26,62.49,79.35,"68,70",2017,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,7,1810,73.47,47.98,48.12,75.57,"61,29",2017,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,10,2762,72.94,45.32,49.11,79.59,"61,74",2017,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,7,1859,74.31,46.45,50.45,72.99,"61,05",2017,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,11,3656,73.87,49.82,49.43,79.09,"63,05",2017,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,11,3547,71.58,42.76,45.39,74.19,"58,48",2017,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,6,2045,74.36,47.8,49.26,75.44,"61,72",2017,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,8,1812,75.76,51.14,54.94,78.73,"65,14",2017,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,6,1465,74.64,47.57,52.68,80.19,"63,77",2017,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,9,2352,72.24,44.65,45.57,80.48,"60,74",2017,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,3,1262,73.47,49.12,52.01,71.17,"61,44",2017,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,6,1390,73.8,50.28,53.44,79.69,"64,30",2017,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,6,1039,72.39,43.87,49.57,74.44,"60,07",2017,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,4,944,69.65,39.34,39.82,75.83,"56,16",2017,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,3,1203,73.02,45.68,45.6,79.56,"60,97",2017,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,7,2069,72.81,46.73,46.18,77.77,"60,87",2017,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,8,2543,72.92,44.08,46.81,77.27,"60,27",2017,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,4,1149,75.33,47.82,49.08,78.87,"62,78",2017,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,4,1552,72.81,43.37,43.31,75.9,"58,85",2017,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,4,1170,77.24,50.0,56.36,79.46,"65,77",2017,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,4,1966,76.26,48.04,52.85,80.92,"64,52",2017,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,7,3095,74.53,48.25,51.09,76.86,"62,68",2017,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,13,5537,77.32,58.83,50.63,52.43,"59,80",2018,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,9,3679,75.0,55.08,44.75,52.24,"56,77",2018,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,4,1230,72.71,47.76,41.87,49.81,"53,04",2018,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,4,1163,75.4,50.35,45.47,61.46,"58,17",2018,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,3,1481,77.76,56.17,51.98,56.67,"60,65",2018,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,3,1299,82.6,65.46,63.85,61.2,"68,28",2018,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,9,3359,76.36,53.82,47.94,55.49,"58,40",2018,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,8,2089,75.73,50.83,45.03,52.52,"56,03",2018,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,7,2920,78.34,55.24,53.23,56.42,"60,81",2018,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,12,3567,75.73,48.86,46.53,52.31,"55,86",2018,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,8,3209,81.46,58.65,64.2,55.61,"64,98",2018,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,3,851,76.14,45.49,41.8,64.16,"56,90",2018,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,7,1770,79.5,57.19,55.48,56.96,"62,28",2018,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,7,2249,78.45,55.69,56.44,54.58,"61,29",2018,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,7,1869,74.79,51.55,45.86,50.05,"55,56",2018,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,11,3115,73.04,46.1,43.83,50.8,"53,44",2018,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,7,2051,75.75,50.33,45.08,51.79,"55,74",2018,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,12,4654,75.14,52.09,48.01,54.93,"57,54",2018,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,11,4019,71.59,44.45,39.21,46.35,"50,40",2018,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,6,2189,76.94,52.33,46.99,52.31,"57,14",2018,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,8,2085,75.87,51.54,47.7,52.36,"56,87",2018,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,6,1626,74.67,49.55,45.04,56.31,"56,39",2018,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,9,2667,73.96,47.27,42.41,54.87,"54,63",2018,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,3,1367,76.89,53.85,51.07,56.09,"59,48",2018,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,6,1718,73.31,49.54,45.23,50.99,"54,77",2018,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,6,1058,71.64,43.87,39.47,48.57,"50,89",2018,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,4,1284,68.7,40.89,36.51,44.96,"47,77",2018,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,3,1352,71.86,45.87,38.87,51.0,"51,90",2018,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,7,2190,74.54,48.5,40.44,51.73,"53,80",2018,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,9,2915,72.75,46.07,39.53,50.61,"52,24",2018,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,4,1305,75.7,50.05,42.85,49.8,"54,60",2018,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,6,2149,70.94,43.48,36.8,45.67,"49,22",2018,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,4,1388,77.72,52.78,49.36,54.95,"58,70",2018,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,4,2478,77.17,50.48,48.28,50.31,"56,56",2018,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,7,3357,75.06,51.59,46.7,53.2,"56,64",2018,3,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,12,5138,80.38,56.67,46.19,53.71,"59,24",2019,3,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,9,3753,78.75,53.65,43.91,54.14,"57,61",2019,3,JAWA TENGAH
36.0, 0303,KOTA TEGAL,4,1259,77.11,48.81,43.07,54.86,"55,96",2019,3,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,4,1244,77.89,48.88,46.67,61.27,"58,68",2019,3,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,3,1364,81.91,58.33,52.45,57.43,"62,53",2019,3,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,3,1290,85.75,64.26,63.53,62.82,"69,09",2019,3,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,9,3495,81.27,55.04,48.93,57.2,"60,61",2019,3,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,8,2298,78.7,50.81,45.84,52.41,"56,94",2019,3,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,7,3166,82.09,54.39,51.6,53.84,"60,48",2019,3,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,12,3893,78.0,48.5,47.19,51.84,"56,38",2019,3,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,8,3431,84.16,57.64,61.13,55.93,"64,72",2019,3,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,3,969,77.23,46.65,42.53,55.36,"55,44",2019,3,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,7,1863,83.36,56.55,53.89,58.23,"63,01",2019,3,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,6,1864,82.9,55.08,52.91,54.55,"61,36",2019,3,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,8,2040,78.12,49.82,44.42,49.71,"55,52",2019,3,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,12,3351,75.43,46.32,43.17,50.29,"53,80",2019,3,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,7,2193,78.44,49.05,44.35,50.74,"55,65",2019,3,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,11,4146,77.15,49.91,43.64,53.55,"56,06",2019,3,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,11,3659,74.05,44.96,39.02,45.76,"50,95",2019,3,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,6,2349,79.38,51.21,44.05,54.68,"57,33",2019,3,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,8,2208,80.59,51.88,47.04,51.55,"57,77",2019,3,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,6,1868,77.21,47.24,43.91,53.43,"55,45",2019,3,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,9,2937,75.12,46.74,42.36,55.04,"54,82",2019,3,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,3,1377,80.69,54.45,50.05,57.59,"60,70",2019,3,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,6,1900,77.42,49.36,45.72,56.08,"57,15",2019,3,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,6,1307,73.41,43.21,39.57,49.58,"51,44",2019,3,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,4,1241,70.72,41.5,37.96,49.1,"49,82",2019,3,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,3,1465,75.76,46.52,40.69,50.89,"53,47",2019,3,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,7,2258,76.91,48.06,39.92,51.1,"54,00",2019,3,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,9,3044,75.11,45.01,40.8,50.94,"52,97",2019,3,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,4,1372,78.31,47.91,42.41,50.44,"54,77",2019,3,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,6,2309,73.59,43.35,37.95,47.88,"50,69",2019,3,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,4,1441,79.99,51.9,49.08,53.29,"58,57",2019,3,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,4,2355,80.66,50.6,47.38,53.28,"57,98",2019,3,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,7,3622,78.4,50.36,45.48,53.14,"56,85",2019,3,JAWA TENGAH
137.0, 0401,KOTA YOGYAKARTA,8,3242,79.8,61.46,68.18,80.58,"72,51",2015,4,DI YOGYAKARTA
138.0, 0401,KOTA YOGYAKARTA,8,3242,81.68,80.43,81.11,83.56,"81,70",2015,4,DI YOGYAKARTA
139.0, 0402,KABUPATEN BANTUL,13,2778,77.26,57.46,58.83,83.22,"69,19",2015,4,DI YOGYAKARTA
140.0, 0402,KABUPATEN BANTUL,13,2778,82.49,81.09,82.88,85.18,"82,91",2015,4,DI YOGYAKARTA
141.0, 0403,KABUPATEN KULON PROGO,8,1567,81.92,61.73,70.1,83.98,"74,43",2015,4,DI YOGYAKARTA
142.0, 0403,KABUPATEN KULON PROGO,8,1567,83.52,81.28,83.99,84.37,"83,29",2015,4,DI YOGYAKARTA
143.0, 0404,KABUPATEN SLEMAN,8,2181,83.35,65.33,75.6,83.77,"77,01",2015,4,DI YOGYAKARTA
144.0, 0404,KABUPATEN SLEMAN,8,2181,83.74,82.03,83.78,85.36,"83,73",2015,4,DI YOGYAKARTA
145.0, 0405,KABUPATEN GUNUNGKIDUL,13,2760,79.09,57.66,65.35,79.64,"70,44",2015,4,DI YOGYAKARTA
146.0, 0405,KABUPATEN GUNUNGKIDUL,13,2760,80.81,78.83,80.86,82.99,"80,87",2015,4,DI YOGYAKARTA
69.0, 0401,KOTA YOGYAKARTA,8,3078,76.86,64.05,58.45,79.64,"69,75",2016,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,13,2805,74.72,56.78,50.94,79.81,"65,56",2016,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,8,1545,78.11,61.42,58.75,81.28,"69,89",2016,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,9,2767,79.58,68.94,69.82,82.34,"75,17",2016,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,13,2741,76.13,58.94,56.71,78.83,"67,65",2016,4,DI YOGYAKARTA
69.0, 0401,KOTA YOGYAKARTA,8,3118,77.22,56.18,57.89,78.72,"67,50",2017,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,13,2898,74.11,48.35,48.99,79.03,"62,62",2017,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,8,1647,78.22,54.24,61.39,80.35,"68,55",2017,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,8,2469,78.76,60.2,65.37,82.8,"71,78",2017,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,13,2785,75.81,50.7,58.36,78.65,"65,88",2017,4,DI YOGYAKARTA
69.0, 0401,KOTA YOGYAKARTA,8,3148,79.66,62.03,55.16,56.07,"63,23",2018,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,13,3235,75.78,51.95,45.24,55.41,"57,10",2018,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,8,1706,80.34,57.77,55.05,55.22,"62,10",2018,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,9,3134,81.19,63.18,63.33,58.52,"66,56",2018,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,13,3148,77.2,52.84,49.76,51.87,"57,92",2018,4,DI YOGYAKARTA
69.0, 0401,KOTA YOGYAKARTA,8,3274,84.11,61.59,52.97,58.07,"64,19",2019,4,DI YOGYAKARTA
70.0, 0402,KABUPATEN BANTUL,13,3326,78.14,50.91,43.4,54.75,"56,80",2019,4,DI YOGYAKARTA
71.0, 0403,KABUPATEN KULON PROGO,8,1680,83.51,56.42,54.04,55.39,"62,34",2019,4,DI YOGYAKARTA
72.0, 0404,KABUPATEN SLEMAN,8,2785,84.83,60.57,57.4,59.75,"65,64",2019,4,DI YOGYAKARTA
73.0, 0405,KABUPATEN GUNUNGKIDUL,13,3290,80.44,51.5,49.14,53.49,"58,64",2019,4,DI YOGYAKARTA
147.0, 0501,KOTA SURABAYA,10,6161,67.78,58.83,50.74,77.36,"63,68",2015,5,JAWA TIMUR
148.0, 0501,KOTA SURABAYA,10,6161,83.36,81.83,80.78,83.87,"82,46",2015,5,JAWA TIMUR
149.0, 0502,KOTA MALANG,13,6125,73.45,55.82,53.04,78.5,"65,20",2015,5,JAWA TIMUR
150.0, 0502,KOTA MALANG,13,6125,83.14,81.68,81.14,83.79,"82,44",2015,5,JAWA TIMUR
