No,Kode,Kabupaten,JumlahSekolah,JumlahPeserta,Bindo,Bing,Math,Kompetensi,Rata,Tahun,KdProv,Provinsi_x,Provinsi_y,Provinsi
33.0, 0227,KABUPATEN PANGANDARAN,26,2186,63.65,37.33,29.63,40.78,"42,85",2018,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
7.0, 0201,KOTA BANDUNG,126,19873,71.77,49.15,37.12,48.17,"51,55",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
8.0, 0202,KOTA BANJAR,17,2789,67.96,40.71,34.19,44.82,"46,92",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
9.0, 0203,KOTA BEKASI,144,20526,67.71,45.01,35.6,42.7,"47,76",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
10.0, 0204,KOTA BOGOR,103,12195,68.11,45.32,36.48,46.05,"48,99",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
11.0, 0205,KOTA CIMAHI,24,5632,71.28,47.33,38.01,49.07,"51,42",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
12.0, 0206,KOTA CIREBON,28,3722,67.71,41.97,33.91,45.15,"47,19",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
13.0, 0207,KOTA DEPOK,126,12357,67.78,45.55,34.54,45.52,"48,35",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
14.0, 0208,KOTA SUKABUMI,31,3596,68.59,44.03,34.58,46.81,"48,50",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
15.0, 0209,KOTA TASIKMALAYA,51,5923,66.47,41.32,34.41,46.5,"47,18",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
16.0, 0210,KABUPATEN BANDUNG,132,17252,65.61,42.45,33.81,44.57,"46,61",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
17.0, 0211,KABUPATEN BANDUNG BARAT,98,8596,64.71,40.12,32.57,43.42,"45,21",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
18.0, 0212,KABUPATEN BEKASI,177,18924,61.35,39.19,32.26,38.22,"42,76",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
19.0, 0213,KABUPATEN BOGOR,344,37316,63.12,40.46,32.38,42.38,"44,59",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
20.0, 0214,KABUPATEN CIAMIS,64,6845,68.36,41.1,34.66,44.09,"47,05",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
21.0, 0215,KABUPATEN CIANJUR,174,15409,62.11,40.43,33.44,44.13,"45,03",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
22.0, 0216,KABUPATEN CIREBON,106,15435,63.53,38.32,32.74,41.38,"43,99",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
23.0, 0217,KABUPATEN GARUT,166,14927,63.06,38.77,32.87,41.31,"44,00",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
24.0, 0218,KABUPATEN INDRAMAYU,131,13321,61.54,37.94,32.15,39.31,"42,74",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
25.0, 0219,KABUPATEN KARAWANG,109,18060,61.36,38.99,33.32,39.77,"43,36",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
26.0, 0220,KABUPATEN KUNINGAN,43,8310,67.8,40.94,34.59,44.44,"46,94",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
27.0, 0221,KABUPATEN MAJALENGKA,53,8222,66.95,40.86,34.5,43.48,"46,45",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
28.0, 0222,KABUPATEN PURWAKARTA,53,6470,63.12,39.04,31.53,40.64,"43,58",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
29.0, 0223,KABUPATEN SUBANG,106,10674,61.86,38.13,32.18,39.97,"43,04",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
30.0, 0224,KABUPATEN SUKABUMI,155,12602,61.51,38.85,33.06,41.81,"43,81",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
31.0, 0225,KABUPATEN SUMEDANG,87,7839,65.62,40.28,33.27,43.21,"45,60",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
32.0, 0226,KABUPATEN TASIKMALAYA,133,11744,65.59,42.63,37.32,46.36,"47,98",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
33.0, 0227,KABUPATEN PANGANDARAN,28,2589,65.43,38.57,32.33,41.49,"44,46",2019,2,JAWA BARAT,JAWA BARAT,JAWA BARAT
67.0, 0301,KOTA SEMARANG,88,11897,73.67,62.06,67.87,86.03,"72,41",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
68.0, 0301,KOTA SEMARANG,88,11897,81.42,80.18,80.11,82.85,"81,14",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
69.0, 0302,KOTA SURAKARTA,49,7784,73.9,56.81,54.76,83.5,"67,24",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
70.0, 0302,KOTA SURAKARTA,49,7784,82.89,80.64,80.77,84.94,"82,31",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
71.0, 0303,KOTA TEGAL,20,3074,73.11,61.36,64.64,86.58,"71,42",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
72.0, 0303,KOTA TEGAL,20,3074,81.15,79.8,79.59,82.78,"80,83",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
73.0, 0304,KOTA PEKALONGAN,13,2267,73.26,55.13,57.97,82.86,"67,31",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
74.0, 0304,KOTA PEKALONGAN,13,2267,80.08,78.35,78.7,81.78,"79,73",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
75.0, 0305,KOTA SALATIGA,19,2978,75.3,55.65,60.64,86.05,"69,41",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
76.0, 0305,KOTA SALATIGA,19,2978,81.91,81.18,80.26,83.81,"81,79",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
77.0, 0306,KOTA MAGELANG,21,3063,78.6,63.34,65.01,84.87,"72,96",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
78.0, 0306,KOTA MAGELANG,21,3063,80.87,79.6,80.43,82.38,"80,82",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
79.0, 0307,KABUPATEN BANYUMAS,67,12156,75.46,57.02,58.44,85.73,"69,16",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
80.0, 0307,KABUPATEN BANYUMAS,67,12156,83.56,82.34,82.12,84.31,"83,08",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
81.0, 0308,KABUPATEN BANJARNEGARA,20,4615,73.86,58.72,56.81,83.56,"68,24",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
82.0, 0308,KABUPATEN BANJARNEGARA,20,4615,84.25,83.4,83.54,85.71,"84,23",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
83.0, 0309,KABUPATEN CILACAP,57,11332,74.06,59.78,59.05,86.66,"69,89",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
84.0, 0309,KABUPATEN CILACAP,57,11332,82.82,81.38,81.69,83.53,"82,36",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
85.0, 0310,KABUPATEN PURBALINGGA,28,4979,75.55,55.8,58.12,82.6,"68,02",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
86.0, 0310,KABUPATEN PURBALINGGA,28,4979,79.83,76.61,77.51,82.16,"79,03",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
87.0, 0311,KABUPATEN KEBUMEN,59,11018,73.52,55.74,56.28,86.84,"68,10",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
88.0, 0311,KABUPATEN KEBUMEN,59,11018,84.94,82.59,82.89,84.57,"83,75",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
89.0, 0312,KABUPATEN MAGELANG,42,5017,74.22,53.52,60.65,82.6,"67,75",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
90.0, 0312,KABUPATEN MAGELANG,42,5017,83.53,81.92,81.79,83.73,"82,74",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
91.0, 0313,KABUPATEN PURWOREJO,40,5948,74.28,52.5,51.74,86.03,"66,14",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
92.0, 0313,KABUPATEN PURWOREJO,40,5948,83.41,80.99,81.59,84.01,"82,50",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
93.0, 0314,KABUPATEN TEMANGGUNG,22,3261,77.86,59.45,65.07,83.85,"71,56",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
94.0, 0314,KABUPATEN TEMANGGUNG,22,3261,80.32,77.19,78.44,82.73,"79,67",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
95.0, 0315,KABUPATEN WONOSOBO,25,3352,75.22,55.52,52.11,85.27,"67,03",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
96.0, 0315,KABUPATEN WONOSOBO,25,3352,83.17,82.18,81.96,83.78,"82,77",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
97.0, 0316,KABUPATEN BOYOLALI,40,5815,71.77,54.22,50.95,87.69,"66,16",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
98.0, 0316,KABUPATEN BOYOLALI,40,5815,84.64,83.16,83.6,84.43,"83,96",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
99.0, 0317,KABUPATEN KARANGANYAR,32,4153,71.01,51.72,46.84,82.95,"63,13",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
100.0, 0317,KABUPATEN KARANGANYAR,32,4153,82.82,80.78,81.09,82.86,"81,89",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
101.0, 0318,KABUPATEN KLATEN,53,8401,71.71,53.22,47.8,85.6,"64,58",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
102.0, 0318,KABUPATEN KLATEN,53,8401,83.24,82.0,82.19,84.68,"83,03",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
103.0, 0319,KABUPATEN SRAGEN,46,7783,70.12,52.48,50.53,84.51,"64,41",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
104.0, 0319,KABUPATEN SRAGEN,46,7783,82.73,81.47,81.91,82.95,"82,27",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
105.0, 0320,KABUPATEN SUKOHARJO,28,6166,70.83,54.41,45.66,87.05,"64,49",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
106.0, 0320,KABUPATEN SUKOHARJO,28,6166,83.61,82.36,82.05,84.78,"83,20",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
107.0, 0321,KABUPATEN WONOGIRI,42,6297,73.35,56.0,48.92,86.03,"66,08",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
108.0, 0321,KABUPATEN WONOGIRI,42,6297,83.06,82.09,82.36,84.75,"83,07",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
109.0, 0322,KABUPATEN BLORA,46,5354,68.77,51.26,46.81,86.03,"63,22",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
110.0, 0322,KABUPATEN BLORA,46,5354,83.51,82.64,81.77,84.49,"83,10",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
111.0, 0323,KABUPATEN JEPARA,37,4471,73.91,57.36,57.65,87.31,"69,06",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
112.0, 0323,KABUPATEN JEPARA,37,4471,81.96,80.11,79.44,82.81,"81,08",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
113.0, 0324,KABUPATEN KUDUS,26,4318,73.09,61.66,61.81,87.37,"70,98",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
114.0, 0324,KABUPATEN KUDUS,26,4318,84.8,83.11,84.18,85.93,"84,51",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
115.0, 0325,KABUPATEN PATI,39,5316,70.8,59.13,55.09,85.96,"67,75",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
116.0, 0325,KABUPATEN PATI,39,5316,84.56,83.66,83.89,85.81,"84,48",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
117.0, 0326,KABUPATEN REMBANG,22,2767,69.59,51.36,47.57,81.35,"62,47",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
118.0, 0326,KABUPATEN REMBANG,22,2767,80.67,78.59,78.58,81.38,"79,81",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
119.0, 0327,KABUPATEN DEMAK,52,3771,68.64,63.78,64.37,87.21,"71,00",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
120.0, 0327,KABUPATEN DEMAK,52,3771,83.43,82.33,81.79,84.13,"82,92",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
121.0, 0328,KABUPATEN GROBOGAN,36,4758,68.53,60.47,56.24,83.94,"67,30",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
122.0, 0328,KABUPATEN GROBOGAN,36,4758,83.61,82.3,82.56,85.39,"83,47",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
123.0, 0329,KABUPATEN KENDAL,39,5992,70.15,52.94,48.89,83.95,"63,98",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
124.0, 0329,KABUPATEN KENDAL,39,5992,82.0,80.45,79.37,81.38,"80,80",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
125.0, 0330,KABUPATEN SEMARANG,37,4757,73.77,53.21,55.45,84.19,"66,66",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
126.0, 0330,KABUPATEN SEMARANG,37,4757,81.03,79.18,79.07,83.12,"80,60",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
127.0, 0331,KABUPATEN BATANG,24,3006,72.92,58.94,58.53,86.97,"69,34",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
128.0, 0331,KABUPATEN BATANG,24,3006,85.03,83.22,83.0,85.16,"84,10",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
129.0, 0332,KABUPATEN BREBES,66,9184,70.45,58.07,54.83,85.71,"67,27",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
130.0, 0332,KABUPATEN BREBES,66,9184,83.6,82.22,81.74,84.02,"82,90",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
131.0, 0333,KABUPATEN PEKALONGAN,26,4223,74.39,53.82,57.75,82.71,"67,17",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
132.0, 0333,KABUPATEN PEKALONGAN,26,4223,82.14,80.05,80.54,82.81,"81,39",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
133.0, 0334,KABUPATEN PEMALANG,36,7074,70.27,55.43,46.65,87.44,"64,95",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
134.0, 0334,KABUPATEN PEMALANG,36,7074,84.45,82.88,83.01,84.75,"83,77",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
135.0, 0335,KABUPATEN TEGAL,60,9143,75.93,63.42,68.02,85.69,"73,27",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
136.0, 0335,KABUPATEN TEGAL,60,9143,82.42,81.74,81.3,82.84,"82,08",2015,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,88,11816,73.06,63.87,47.7,76.73,"65,34",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,48,7226,73.21,57.36,46.63,76.89,"63,52",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
36.0, 0303,KOTA TEGAL,21,3166,68.77,55.68,39.62,75.31,"59,85",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,13,2270,71.49,54.72,44.6,75.1,"61,48",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,19,2853,74.34,57.26,47.38,77.75,"64,18",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,20,2885,75.91,60.87,58.89,78.05,"68,43",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,70,12172,72.7,52.33,41.72,77.27,"61,01",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,22,4661,72.17,55.21,46.15,75.72,"62,31",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,60,11508,72.33,53.32,42.03,76.12,"60,95",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,31,5192,73.59,54.71,51.41,75.64,"63,84",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,62,11143,73.97,51.61,47.85,76.54,"62,49",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,44,5184,72.74,51.49,48.59,74.71,"61,88",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,40,6004,74.25,50.47,45.0,76.16,"61,47",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,24,3676,76.71,60.73,58.15,78.22,"68,45",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,28,3477,74.41,52.2,44.29,73.49,"61,10",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,39,5595,71.09,51.87,44.27,76.82,"61,01",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,32,4081,70.63,51.02,41.5,74.14,"59,32",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,53,8680,72.62,53.37,43.6,77.74,"61,83",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,50,7886,70.96,52.08,44.14,74.8,"60,50",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,28,6429,71.9,54.48,42.32,76.14,"61,21",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,43,6412,74.62,56.03,44.22,76.59,"62,87",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,51,5686,71.11,51.08,40.49,76.43,"59,78",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,41,4651,70.61,53.77,40.8,77.46,"60,66",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,26,4317,70.01,51.99,42.27,76.04,"60,08",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,41,5711,71.68,54.52,44.18,77.09,"61,87",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,24,2421,70.64,48.61,40.56,72.97,"58,20",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,54,3648,67.39,60.4,45.24,75.19,"62,06",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,42,5122,70.82,61.92,53.54,77.1,"65,85",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,46,6123,69.93,51.86,38.68,74.67,"58,79",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,38,4887,72.04,53.89,43.49,72.53,"60,49",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,26,3258,72.16,56.4,44.01,76.62,"62,30",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,71,9594,68.18,51.34,41.15,74.0,"58,67",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,30,4615,71.93,54.09,46.34,74.97,"61,83",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,40,7625,70.47,48.5,37.64,75.25,"57,97",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,61,9672,70.46,57.35,46.01,75.21,"62,26",2016,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,85,11094,70.89,46.9,43.94,75.87,"59,40",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
35.0, 0302,KOTA SURAKARTA,49,6937,72.42,49.21,46.39,72.46,"60,12",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
36.0, 0303,KOTA TEGAL,21,3045,67.48,39.16,38.8,74.49,"54,98",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
37.0, 0304,KOTA PEKALONGAN,12,2258,71.29,43.63,44.9,77.11,"59,23",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
38.0, 0305,KOTA SALATIGA,20,2841,73.09,47.83,48.74,74.37,"61,01",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
39.0, 0306,KOTA MAGELANG,20,2842,75.61,53.73,56.22,75.25,"65,20",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
40.0, 0307,KABUPATEN BANYUMAS,73,13058,71.27,44.7,45.01,64.75,"56,43",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
41.0, 0308,KABUPATEN BANJARNEGARA,22,5153,70.53,43.96,42.81,74.98,"58,07",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
42.0, 0309,KABUPATEN CILACAP,63,12109,70.59,42.13,43.99,75.53,"58,06",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
43.0, 0310,KABUPATEN PURBALINGGA,31,5750,72.47,44.64,49.49,74.48,"60,27",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
44.0, 0311,KABUPATEN KEBUMEN,64,11568,72.29,44.22,49.64,75.06,"60,30",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
45.0, 0312,KABUPATEN MAGELANG,44,5251,71.56,42.93,46.85,75.39,"59,18",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
46.0, 0313,KABUPATEN PURWOREJO,41,5807,72.12,43.88,48.92,71.56,"59,12",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
47.0, 0314,KABUPATEN TEMANGGUNG,23,3461,74.05,48.22,52.17,77.59,"63,01",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
48.0, 0315,KABUPATEN WONOSOBO,28,3550,71.67,44.77,44.98,74.14,"58,89",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
49.0, 0316,KABUPATEN BOYOLALI,40,6130,70.35,41.63,44.34,72.96,"57,32",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
50.0, 0317,KABUPATEN KARANGANYAR,35,5078,70.2,40.97,42.2,73.15,"56,63",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
51.0, 0318,KABUPATEN KLATEN,54,8539,70.17,43.8,42.62,74.71,"57,83",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
52.0, 0319,KABUPATEN SRAGEN,53,8070,68.83,39.87,41.35,74.06,"56,03",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
53.0, 0320,KABUPATEN SUKOHARJO,31,6313,69.91,41.32,41.41,72.66,"56,33",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
54.0, 0321,KABUPATEN WONOGIRI,45,6845,71.73,44.77,45.04,75.05,"59,15",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
55.0, 0322,KABUPATEN BLORA,54,6351,68.69,39.87,42.68,75.52,"56,69",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
56.0, 0323,KABUPATEN JEPARA,45,5437,69.59,41.35,42.02,73.91,"56,72",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
57.0, 0324,KABUPATEN KUDUS,26,4658,69.73,43.31,43.7,72.96,"57,43",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
58.0, 0325,KABUPATEN PATI,43,5839,70.08,43.27,45.2,76.66,"58,80",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
59.0, 0326,KABUPATEN REMBANG,24,2689,70.03,40.67,44.26,73.37,"57,08",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
60.0, 0327,KABUPATEN DEMAK,56,3938,65.23,40.48,39.86,72.84,"54,60",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
61.0, 0328,KABUPATEN GROBOGAN,50,5871,65.34,38.89,36.86,66.69,"51,95",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
62.0, 0329,KABUPATEN KENDAL,48,6391,68.4,40.41,39.54,73.63,"55,50",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
63.0, 0330,KABUPATEN SEMARANG,41,5083,71.64,43.3,44.38,75.37,"58,67",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
64.0, 0331,KABUPATEN BATANG,27,3481,71.24,41.68,42.31,76.45,"57,92",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
65.0, 0332,KABUPATEN BREBES,78,10748,65.77,38.29,37.61,72.56,"53,56",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
66.0, 0333,KABUPATEN PEKALONGAN,32,4980,71.97,42.78,46.31,75.8,"59,22",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
67.0, 0334,KABUPATEN PEMALANG,50,8932,69.11,39.37,38.94,75.5,"55,73",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
68.0, 0335,KABUPATEN TEGAL,60,10356,68.4,40.47,40.98,71.93,"55,45",2017,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
34.0, 0301,KOTA SEMARANG,90,13062,71.46,49.65,42.04,47.35,"52,63",2018,3,JAWA TENGAH,JAWA TENGAH,JAWA TENGAH
